,chr,left,right,size
116682,chr6,101355500,101511500,156000
116687,chr6,111425500,111464500,39000
116691,chr6,108043500,108189500,146000
116695,chr6,108075500,108713500,638000
116696,chr6,108075500,108385500,310000
116698,chr6,108076500,108687500,611000
116700,chr6,108394500,108687500,293000
116701,chr6,108394500,108712500,318000
116702,chr6,108404500,108639500,235000
116703,chr6,108417500,108688500,271000
116704,chr6,108417500,108712500,295000
116706,chr6,108433500,108637500,204000
116707,chr6,108433500,108686500,253000
116708,chr6,108434500,108547500,113000
116709,chr6,108508500,108636500,128000
116710,chr6,108547500,108687500,140000
116712,chr6,108651500,108712500,61000
116715,chr6,108760500,108805500,45000
116722,chr6,112468500,112672500,204000
116723,chr6,112536500,112978500,442000
116732,chr6,112694500,112758500,64000
116735,chr6,112758500,112977500,219000
116746,chr6,113054500,113284500,230000
116748,chr6,113090500,113125500,35000
116751,chr6,113149500,113278500,129000
116752,chr6,113171500,113259500,88000
116753,chr6,113283500,113354500,71000
116754,chr6,113305500,113354500,49000
116755,chr6,113418500,113579500,161000
116757,chr6,113419500,113471500,52000
116759,chr6,113579500,113674500,95000
116760,chr6,113615500,113673500,58000
116762,chr6,113739500,113887500,148000
116763,chr6,113800500,113888500,88000
116765,chr6,117909500,118074500,165000
116768,chr6,117983500,118075500,92000
116769,chr6,117985500,118357500,372000
116770,chr6,118043500,118075500,32000
116771,chr6,118042500,118173500,131000
116772,chr6,118043500,118115500,72000
116773,chr6,118075500,118356500,281000
116774,chr6,118116500,118174500,58000
116776,chr6,118156500,118252500,96000
116777,chr6,118156500,118397500,241000
116779,chr6,118172500,118355500,183000
116780,chr6,118173500,118396500,223000
116785,chr6,118571500,119083500,512000
116786,chr6,118584500,119082500,498000
116789,chr6,118603500,119081500,478000
116792,chr6,118623500,118899500,276000
116794,chr6,119107500,119324500,217000
116795,chr6,119152500,119325500,173000
116796,chr6,119153500,119396500,243000
116798,chr6,119196500,119363500,167000
116800,chr6,119197500,119421500,224000
116801,chr6,119328500,119406500,78000
116803,chr6,119395500,119456500,61000
116807,chr6,119467500,119718500,251000
116808,chr6,119466500,119768500,302000
116809,chr6,119467500,119764500,297000
116811,chr6,119521500,119825500,304000
116816,chr6,119520500,120174500,654000
116817,chr6,119734500,120173500,439000
116821,chr6,119900500,120172500,272000
116826,chr6,119924500,120172500,248000
116835,chr6,120015500,120283500,268000
116840,chr6,120042500,120164500,122000
116841,chr6,120176500,120278500,102000
116846,chr6,120352500,120406500,54000
116848,chr6,120471500,120507500,36000
116850,chr6,120511500,120812500,301000
116853,chr6,120516500,120713500,197000
116854,chr6,120540500,120713500,173000
116855,chr6,120812500,121158500,346000
116856,chr6,120878500,121094500,216000
116859,chr6,121107500,121155500,48000
116862,chr6,121249500,121343500,94000
116863,chr6,121278500,121510500,232000
116865,chr6,121315500,121588500,273000
116866,chr6,121343500,121509500,166000
116867,chr6,121370500,121509500,139000
116868,chr6,121537500,121588500,51000
116874,chr6,115988500,116146500,158000
116875,chr6,115987500,116171500,184000
116879,chr6,116172500,116242500,70000
116881,chr6,116242500,116315500,73000
116884,chr6,116631500,116743500,112000
116886,chr6,116631500,116674500,43000
116888,chr6,117143500,117653500,510000
116894,chr6,117637500,117803500,166000
116897,chr6,117819500,117855500,36000
116903,chr6,117909500,117985500,76000
116904,chr6,117910500,117942500,32000
116905,chr6,114066500,114383500,317000
116907,chr6,114113500,114321500,208000
116908,chr6,114201500,114437500,236000
116910,chr6,114201500,114306500,105000
116912,chr6,114299500,114437500,138000
116913,chr6,114322500,114438500,116000
116916,chr6,114384500,114437500,53000
116917,chr6,114417500,114676500,259000
116920,chr6,114676500,114900500,224000
116921,chr6,114701500,114947500,246000
116922,chr6,114793500,114848500,55000
116923,chr6,114820500,114900500,80000
116924,chr6,114850500,114898500,48000
116926,chr6,114905500,115006500,101000
116927,chr6,114905500,115042500,137000
116929,chr6,115026500,115149500,123000
116931,chr6,115042500,115516500,474000
116933,chr6,115151500,115245500,94000
116940,chr6,115338500,115516500,178000
116941,chr6,115521500,115653500,132000
116942,chr6,115522500,115709500,187000
116943,chr6,115522500,115781500,259000
116944,chr6,115523500,115578500,55000
116946,chr6,115584500,115641500,57000
116947,chr6,115585500,115779500,194000
116948,chr6,115586500,115749500,163000
116949,chr6,115586500,115712500,126000
116956,chr6,115674500,115781500,107000
116957,chr6,115675500,115710500,35000
116959,chr6,115705500,115780500,75000
116972,chr6,122236500,122282500,46000
116974,chr6,122296500,122368500,72000
116975,chr6,122310500,122368500,58000
116978,chr6,122318500,122447500,129000
116982,chr6,122379500,122416500,37000
116983,chr6,122448500,122585500,137000
116985,chr6,122469500,122585500,116000
116987,chr6,122473500,122537500,64000
116988,chr6,122572500,122609500,37000
116989,chr6,122585500,122680500,95000
116990,chr6,122584500,122741500,157000
116992,chr6,122641500,122741500,100000
116996,chr6,122680500,122742500,62000
117000,chr6,122868500,123236500,368000
117002,chr6,122913500,122981500,68000
117010,chr6,124240500,124323500,83000
117012,chr6,124459500,124736500,277000
117013,chr6,124470500,124519500,49000
117014,chr6,124489500,124614500,125000
117015,chr6,124489500,124738500,249000
117019,chr6,124618500,124716500,98000
117021,chr6,124640500,124735500,95000
117024,chr6,124689500,124806500,117000
117026,chr6,124720500,125063500,343000
117031,chr6,124798500,125079500,281000
117034,chr6,124806500,124943500,137000
117035,chr6,124807500,124908500,101000
117036,chr6,124822500,124906500,84000
117037,chr6,124820500,125009500,189000
117038,chr6,124823500,125061500,238000
117039,chr6,124837500,124906500,69000
117040,chr6,124836500,125007500,171000
117041,chr6,124837500,124944500,107000
117042,chr6,124837500,124974500,137000
117043,chr6,124880500,125007500,127000
117045,chr6,124881500,124943500,62000
117046,chr6,124895500,124943500,48000
117050,chr6,125077500,125116500,39000
117052,chr6,125107500,125248500,141000
117053,chr6,125108500,125192500,84000
117054,chr6,125114500,125161500,47000
117057,chr6,125131500,125187500,56000
117060,chr6,125170500,125248500,78000
117061,chr6,125195500,125247500,52000
117065,chr6,125283500,125386500,103000
117073,chr6,125506500,125576500,70000
117074,chr6,125599500,125638500,39000
117077,chr6,127946500,128122500,176000
117078,chr6,127946500,128284500,338000
117079,chr6,128010500,128067500,57000
117080,chr6,128011500,128121500,110000
117082,chr6,128120500,128177500,57000
117083,chr6,128120500,128277500,157000
117084,chr6,128156500,128285500,129000
117085,chr6,128156500,128285500,129000
117087,chr6,128178500,128334500,156000
117088,chr6,128210500,128336500,126000
117089,chr6,128212500,128388500,176000
117098,chr6,128560500,128731500,171000
117099,chr6,128580500,128778500,198000
117101,chr6,128590500,128645500,55000
117109,chr6,128780500,128817500,37000
117114,chr6,128865500,128948500,83000
117121,chr6,129010500,129231500,221000
117122,chr6,129025500,129216500,191000
117123,chr6,129158500,129211500,53000
117125,chr6,129369500,129453500,84000
117128,chr6,125584500,126450500,866000
117139,chr6,125704500,126144500,440000
117144,chr6,125720500,126144500,424000
117148,chr6,125845500,126349500,504000
117155,chr6,126022500,126144500,122000
117158,chr6,126130500,126349500,219000
117162,chr6,126145500,126348500,203000
117164,chr6,126477500,126656500,179000
117165,chr6,126477500,126559500,82000
117166,chr6,126541500,126656500,115000
117167,chr6,126620500,126680500,60000
117168,chr6,126621500,126716500,95000
117169,chr6,126769500,126915500,146000
117170,chr6,126783500,126854500,71000
117171,chr6,126783500,126897500,114000
117172,chr6,126783500,127011500,228000
117173,chr6,126783500,127059500,276000
117174,chr6,126783500,127099500,316000
117175,chr6,126790500,126825500,35000
117178,chr6,126917500,127082500,165000
117181,chr6,126931500,127099500,168000
117183,chr6,127085500,127129500,44000
117184,chr6,127124500,127356500,232000
117185,chr6,127130500,127228500,98000
117187,chr6,127301500,127423500,122000
117188,chr6,127302500,127336500,34000
117189,chr6,127337500,127423500,86000
117190,chr6,127479500,127602500,123000
117191,chr6,127480500,127897500,417000
117192,chr6,127480500,127942500,462000
117196,chr6,127518500,127898500,380000
117197,chr6,127519500,127559500,40000
117198,chr6,127519500,127602500,83000
117200,chr6,127538500,127858500,320000
117201,chr6,127538500,127897500,359000
117202,chr6,127538500,127922500,384000
117203,chr6,127594500,127897500,303000
117205,chr6,127647500,127922500,275000
117207,chr6,127862500,127922500,60000
117212,chr6,133881500,134366500,485000
117215,chr6,133937500,134430500,493000
117218,chr6,133940500,134012500,72000
117219,chr6,133963500,134222500,259000
117221,chr6,133964500,134012500,48000
117222,chr6,134402500,134616500,214000
117223,chr6,134403500,134804500,401000
117226,chr6,134597500,134839500,242000
117227,chr6,134618500,134770500,152000
117228,chr6,134619500,134805500,186000
117229,chr6,134619500,134924500,305000
117230,chr6,134636500,134924500,288000
117231,chr6,134636500,134723500,87000
117232,chr6,134636500,134771500,135000
117233,chr6,134770500,134805500,35000
117237,chr6,134824500,134924500,100000
117239,chr6,134934500,135121500,187000
117242,chr6,134989500,135059500,70000
117245,chr6,135065500,135227500,162000
117246,chr6,135065500,135354500,289000
117247,chr6,135126500,135354500,228000
117248,chr6,135160500,135377500,217000
117249,chr6,135178500,135353500,175000
117250,chr6,135226500,135376500,150000
117251,chr6,135241500,135354500,113000
117255,chr6,135420500,135882500,462000
117256,chr6,135420500,135851500,431000
117257,chr6,135502500,135623500,121000
117258,chr6,135502500,135668500,166000
117259,chr6,135503500,135806500,303000
117273,chr6,135883500,136094500,211000
117275,chr6,136094500,136330500,236000
117276,chr6,136151500,136330500,179000
117278,chr6,136364500,136536500,172000
117279,chr6,136398500,136669500,271000
117281,chr6,136398500,136698500,300000
117282,chr6,136399500,136719500,320000
117284,chr6,136446500,136497500,51000
117287,chr6,136463500,136499500,36000
117288,chr6,136467500,136509500,42000
117290,chr6,136468500,136530500,62000
117294,chr6,136539500,136580500,41000
117300,chr6,136622500,136667500,45000
117301,chr6,136621500,136698500,77000
117302,chr6,136621500,136719500,98000
117305,chr6,136973500,137168500,195000
117307,chr6,137031500,137237500,206000
117308,chr6,137030500,137146500,116000
117309,chr6,137031500,137373500,342000
117310,chr6,137076500,137146500,70000
117311,chr6,137121500,137168500,47000
117314,chr6,137183500,137373500,190000
117318,chr6,137391500,137724500,333000
117321,chr6,137481500,137518500,37000
117322,chr6,137646500,137685500,39000
117325,chr6,137774500,137817500,43000
117328,chr6,140203500,140366500,163000
117329,chr6,140204500,140415500,211000
117330,chr6,140204500,140462500,258000
117332,chr6,140419500,140462500,43000
117334,chr6,140524500,140577500,53000
117335,chr6,140524500,140577500,53000
117336,chr6,140547500,140655500,108000
117338,chr6,140569500,140626500,57000
117342,chr6,140609500,140655500,46000
117344,chr6,140661500,140799500,138000
117349,chr6,140712500,140799500,87000
117354,chr6,140870500,141376500,506000
117362,chr6,142291500,142461500,170000
117363,chr6,142292500,142332500,40000
117364,chr6,142333500,142698500,365000
117366,chr6,142360500,142463500,103000
117367,chr6,142374500,142465500,91000
117369,chr6,142455500,142699500,244000
117370,chr6,142471500,142604500,133000
117371,chr6,142471500,142652500,181000
117372,chr6,142471500,142760500,289000
117374,chr6,142516500,142699500,183000
117375,chr6,142652500,142730500,78000
117376,chr6,142725500,142760500,35000
117377,chr6,142725500,143049500,324000
117378,chr6,142760500,142910500,150000
117379,chr6,142891500,143049500,158000
117381,chr6,142968500,143047500,79000
117382,chr6,142981500,143049500,68000
117387,chr6,143166500,143272500,106000
117388,chr6,143165500,143319500,154000
117398,chr6,144220500,144400500,180000
117399,chr6,144285500,144375500,90000
117400,chr6,144493500,144760500,267000
117401,chr6,144590500,144761500,171000
117402,chr6,144589500,144854500,265000
117413,chr6,145221500,145285500,64000
117415,chr6,145305500,145363500,58000
117416,chr6,145363500,145601500,238000
117417,chr6,145363500,145738500,375000
117419,chr6,145603500,145770500,167000
117420,chr6,145624500,145737500,113000
117421,chr6,145812500,145880500,68000
117423,chr6,145741500,146200500,459000
117424,chr6,145775500,146159500,384000
117425,chr6,145776500,146200500,424000
117426,chr6,145981500,146158500,177000
117427,chr6,145981500,146200500,219000
117428,chr6,146311500,146481500,170000
117432,chr6,146455500,146504500,49000
117436,chr6,146735500,146879500,144000
117437,chr6,146766500,146880500,114000
117438,chr6,146789500,146992500,203000
117439,chr6,146910500,147017500,107000
117440,chr6,146910500,146989500,79000
117445,chr6,148114500,148257500,143000
117448,chr6,148116500,148273500,157000
117450,chr6,148257500,148345500,88000
117453,chr6,148344500,148732500,388000
117454,chr6,148345500,148797500,452000
117455,chr6,148669500,148814500,145000
117456,chr6,148732500,148797500,65000
117460,chr6,148846500,149003500,157000
117462,chr6,149029500,149292500,263000
117465,chr6,149032500,149387500,355000
117466,chr6,149034500,149243500,209000
117467,chr6,149033500,149292500,259000
117468,chr6,149033500,149340500,307000
117475,chr7,3217500,3262500,45000
117479,chr7,3253500,3396500,143000
117480,chr7,3255500,3417500,162000
117482,chr7,3270500,3350500,80000
117483,chr7,3272500,3425500,153000
117484,chr7,3272500,3496500,224000
117485,chr7,3378500,3425500,47000
117491,chr7,3606500,4107500,501000
117492,chr7,3609500,4527500,918000
117493,chr7,3619500,4449500,830000
117495,chr7,3696500,4480500,784000
117499,chr7,4105500,4429500,324000
117500,chr7,4106500,4148500,42000
117504,chr7,4137500,4448500,311000
117505,chr7,4149500,4476500,327000
117506,chr7,4151500,4429500,278000
117507,chr7,4152500,4527500,375000
117519,chr7,4434500,4474500,40000
117520,chr7,4483500,4526500,43000
117524,chr7,4691500,4742500,51000
117525,chr7,4688500,4795500,107000
117527,chr7,4743500,4796500,53000
117531,chr7,4868500,4904500,36000
117532,chr7,4868500,4943500,75000
117535,chr7,4998500,5055500,57000
117543,chr7,6132500,6176500,44000
117544,chr7,6176500,6262500,86000
117545,chr7,6199500,6231500,32000
117546,chr7,6199500,6265500,66000
117547,chr7,6199500,6285500,86000
117549,chr7,6244500,6285500,41000
117552,chr7,6286500,6433500,147000
117553,chr7,6287500,6346500,59000
117554,chr7,6288500,6366500,78000
117557,chr7,6437500,6922500,485000
117558,chr7,6438500,6690500,252000
117564,chr7,6663500,6729500,66000
117565,chr7,6663500,6921500,258000
117566,chr7,6663500,6960500,297000
117584,chr7,12156500,12211500,55000
117585,chr7,12212500,12513500,301000
117588,chr7,12660500,12763500,103000
117596,chr7,15663500,15888500,225000
117597,chr7,15664500,15701500,37000
117598,chr7,15680500,15832500,152000
117599,chr7,15683500,15783500,100000
117601,chr7,15685500,15797500,112000
117602,chr7,15704500,15887500,183000
117603,chr7,15707500,15784500,77000
117604,chr7,15708500,15887500,179000
117606,chr7,15830500,15888500,58000
117609,chr7,16028500,16107500,79000
117610,chr7,16028500,16225500,197000
117611,chr7,16028500,16060500,32000
117612,chr7,16028500,16160500,132000
117615,chr7,16044500,16134500,90000
117619,chr7,16109500,16159500,50000
117621,chr7,16130500,16225500,95000
117622,chr7,16130500,16197500,67000
117624,chr7,16199500,16430500,231000
117626,chr7,16199500,16364500,165000
117628,chr7,16226500,16352500,126000
117629,chr7,16349500,16515500,166000
117630,chr7,16364500,16429500,65000
117631,chr7,16363500,16445500,82000
117632,chr7,16363500,16592500,229000
